ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,RevLineCr,LowDoc,DisbursementGross,MIS_Status,GrAppv,sector,isFranchise,sameState,backRealEstate,Portion
2003,84,1,1.0,0,1,1,Y,N,10075.0,P I F,5000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2006,84,3,1.0,1,0,1,Y,N,221625.0,P I F,50000.0,Trans_Ware,No Franchise,1,0,0.5
2007,84,2,1.0,0,2,1,Y,N,11058.0,P I F,10000.0,Accommodation_food_serv,No Franchise,0,0,0.5
2010,91,15,1.0,6,15,1,N,N,12500.0,P I F,12500.0,Accommodation_food_serv,No Franchise,0,0,0.9
2007,84,3,1.0,0,3,1,N,N,50000.0,P I F,50000.0,Trans_Ware,No Franchise,0,0,0.5
2010,240,20,1.0,0,20,1,N,N,315000.0,P I F,315000.0,Other_no_pub,No Franchise,1,1,0.9
2008,84,5,1.0,0,5,2,Y,N,88193.0,P I F,50000.0,Retail_trade,No Franchise,0,0,0.5
2008,84,2,1.0,0,0,1,N,N,20000.0,P I F,20000.0,Retail_trade,No Franchise,0,0,0.85
2007,84,2,1.0,0,2,1,Y,N,13450.0,P I F,10000.0,Construction,No Franchise,0,0,0.5
2003,84,3,1.0,0,3,1,Y,N,50000.0,P I F,50000.0,Manufacturing,No Franchise,1,0,0.5
2001,120,9,1.0,0,0,1,N,N,150000.0,P I F,150000.0,Trans_Ware,No Franchise,1,0,0.75
2007,49,2,1.0,1,2,1,N,N,25000.0,P I F,25000.0,Retail_trade,No Franchise,0,0,0.5
2002,299,1,2.0,0,0,2,N,N,190000.0,P I F,190000.0,Accommodation_food_serv,No Franchise,1,1,0.75
2003,84,4,1.0,0,4,1,Y,N,66877.0,P I F,50000.0,Wholesale_trade,No Franchise,0,0,0.5
2002,12,11,1.0,3,4,1,Y,N,70749.0,P I F,50000.0,Construction,No Franchise,0,0,0.5
2011,120,45,1.0,0,45,1,N,N,1000000.0,P I F,1000000.0,Retail_trade,No Franchise,0,0,0.75
2011,24,10,1.0,5,0,1,Y,N,260000.0,P I F,150000.0,Health_care_social_ass,No Franchise,1,0,0.5
2006,84,0,2.0,0,1,2,Y,N,42816.0,P I F,10000.0,Other_no_pub,No Franchise,1,0,0.5
2005,84,1,1.0,1,1,1,Y,N,47026.0,P I F,25000.0,Retail_trade,No Franchise,0,0,0.5
2004,36,3,1.0,0,3,1,Y,N,40000.0,P I F,40000.0,Retail_trade,No Franchise,1,0,0.5
2004,84,7,1.0,2,5,2,Y,N,60000.0,P I F,60000.0,Admini_sup_and_waste_mgm_rem,No Franchise,1,0,0.5
2001,12,3,1.0,0,0,2,N,N,125000.0,P I F,125000.0,Manufacturing,No Franchise,1,0,0.9
2004,62,2,2.0,0,2,1,Y,N,25000.0,P I F,25000.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.5
2003,71,1,1.0,0,1,1,Y,N,65000.0,P I F,45000.0,Construction,No Franchise,0,0,0.5
2006,84,1,1.0,1,1,1,N,N,15000.0,P I F,15000.0,Other_no_pub,No Franchise,0,0,0.5
2008,24,18,1.0,0,18,1,Y,N,234669.0,P I F,150000.0,Retail_trade,No Franchise,1,0,0.5
2002,84,5,1.0,1,5,1,Y,N,40000.0,P I F,40000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2002,48,3,1.0,2,5,1,Y,N,68146.0,P I F,43000.0,Wholesale_trade,No Franchise,0,0,0.5
2002,180,35,1.0,0,0,1,N,N,720000.0,P I F,720000.0,Retail_trade,No Franchise,1,0,0.75
2005,84,1,1.0,0,1,1,N,N,25000.0,P I F,25000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2008,84,3,1.0,0,3,1,N,N,220000.0,P I F,220000.0,Health_care_social_ass,No Franchise,0,0,0.75
2006,84,35,1.0,0,35,1,Y,N,77000.0,P I F,35000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2009,84,1,1.0,0,1,1,Y,N,4900.0,P I F,5000.0,Construction,No Franchise,0,0,0.5
2003,276,22,1.0,0,0,2,N,N,470000.0,P I F,470000.0,Accommodation_food_serv,No Franchise,1,1,0.75
2004,84,5,1.0,0,5,1,Y,N,20000.0,P I F,20000.0,Retail_trade,No Franchise,0,0,0.5
2013,120,18,1.0,2,18,1,N,N,414000.0,P I F,414000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.75
2005,68,8,2.0,1,8,1,Y,N,108870.0,P I F,30000.0,Accommodation_food_serv,Franchise,0,0,0.5
2005,24,1,2.0,2,1,1,Y,N,133446.0,P I F,75000.0,Trans_Ware,No Franchise,1,0,0.5
2005,84,5,1.0,0,0,1,Y,N,25018.0,P I F,25000.0,Retail_trade,No Franchise,0,0,0.5
2006,84,1,1.0,2,1,2,Y,N,65453.0,P I F,28000.0,Manufacturing,No Franchise,0,0,0.5
2002,48,13,2.0,0,0,1,N,N,55000.0,P I F,55000.0,Accommodation_food_serv,Franchise,1,0,0.85
2005,9,7,2.0,1,7,1,Y,N,54925.0,P I F,30000.0,Accommodation_food_serv,No Franchise,0,0,0.5
2007,84,1,2.0,0,1,1,Y,N,23345.0,P I F,20000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2010,60,1,2.0,2,1,2,N,N,42000.0,P I F,42000.0,Retail_trade,No Franchise,1,0,0.5
2007,84,4,1.0,0,4,1,Y,N,58733.0,P I F,25000.0,Health_care_social_ass,No Franchise,1,0,0.5
2005,84,1,1.0,0,1,1,Y,N,12000.0,P I F,12000.0,Other_no_pub,No Franchise,0,0,0.5
2002,84,2,1.0,3,2,1,Y,N,28000.0,P I F,35000.0,Wholesale_trade,No Franchise,0,0,0.5
2001,119,6,1.0,0,0,1,N,N,200000.0,P I F,200000.0,Admini_sup_and_waste_mgm_rem,No Franchise,1,0,0.75
2007,24,13,1.0,0,13,1,Y,N,49480.0,P I F,30000.0,Other_no_pub,No Franchise,1,0,0.5
2007,83,3,1.0,1,3,1,Y,N,62293.0,P I F,20000.0,Accommodation_food_serv,No Franchise,0,0,0.5
1999,60,6,1.0,2,6,1,Y,N,50000.0,P I F,50000.0,Retail_trade,No Franchise,1,0,0.5
2012,300,2,1.0,0,2,1,N,N,397000.0,P I F,397000.0,Health_care_social_ass,No Franchise,1,1,0.75
2005,84,3,1.0,1,4,1,N,N,26585.0,P I F,30000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2006,84,4,1.0,0,4,1,N,N,36000.0,P I F,36000.0,RE_rental_leasing,No Franchise,1,0,0.5
2007,84,12,1.0,0,12,2,Y,N,55981.0,P I F,25000.0,Accommodation_food_serv,No Franchise,1,0,0.5
2004,84,3,1.0,2,3,1,Y,N,50000.0,P I F,100000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2001,84,4,1.0,3,7,1,Y,N,11000.0,P I F,10000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2005,84,2,2.0,5,2,1,N,N,240000.0,P I F,240000.0,Other_no_pub,No Franchise,0,0,0.75
2006,84,23,1.0,0,23,1,N,N,25000.0,P I F,25000.0,Finance_insurance,No Franchise,0,0,0.5
2009,60,3,1.0,0,3,1,N,N,21000.0,P I F,21000.0,Admini_sup_and_waste_mgm_rem,No Franchise,1,0,0.5
2006,84,1,2.0,1,2,1,Y,N,50000.0,P I F,30000.0,Manufacturing,No Franchise,0,0,0.5
2005,60,2,2.0,0,2,2,N,N,29000.0,P I F,29000.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.5
2010,60,5,2.0,5,10,1,N,N,100000.0,P I F,100000.0,RE_rental_leasing,No Franchise,0,0,0.85
2005,84,1,1.0,0,0,2,N,N,209500.0,P I F,209500.0,Retail_trade,No Franchise,1,0,0.75
2011,84,4,1.0,0,4,1,Y,N,39924.0,P I F,15000.0,Construction,No Franchise,0,0,0.5
2001,12,1,1.0,4,3,1,Y,N,149385.0,P I F,100000.0,Construction,No Franchise,0,0,0.5
2001,83,10,1.0,0,10,1,Y,N,85615.0,P I F,75000.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.5
2005,84,4,1.0,0,4,1,Y,N,120893.0,P I F,50000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2010,48,35,1.0,3,35,1,N,N,32600.0,P I F,32600.0,Trans_Ware,No Franchise,1,0,0.5
2006,84,1,2.0,0,0,1,N,N,25000.0,P I F,25000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2006,24,5,1.0,2,5,2,N,N,10000.0,P I F,10000.0,Accommodation_food_serv,No Franchise,0,0,0.5
2004,84,32,1.0,0,0,1,N,N,250000.0,P I F,250000.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.75
2000,120,31,1.0,0,0,1,N,N,100000.0,P I F,100000.0,Admini_sup_and_waste_mgm_rem,No Franchise,1,0,0.75
2010,84,2,1.0,1,2,2,N,N,250000.0,P I F,250000.0,Wholesale_trade,No Franchise,0,0,0.9
2008,84,3,2.0,2,2,1,Y,N,35208.0,P I F,35000.0,Trans_Ware,No Franchise,0,0,0.5
2004,84,5,1.0,2,5,1,N,N,25000.0,P I F,25000.0,Wholesale_trade,No Franchise,0,0,0.5
2007,84,3,1.0,0,3,1,Y,N,153298.0,P I F,50000.0,Construction,No Franchise,1,0,0.5
2006,84,2,1.0,0,2,1,Y,N,30677.0,P I F,10000.0,Construction,No Franchise,1,0,0.5
2005,84,85,1.0,0,85,1,Y,N,10000.0,P I F,10000.0,Health_care_social_ass,No Franchise,0,0,0.5
2011,84,2,1.0,2,2,1,Y,N,85000.0,P I F,45000.0,Trans_Ware,No Franchise,1,0,0.5
2005,60,40,1.0,0,0,2,Y,N,256291.0,P I F,250000.0,Construction,No Franchise,1,0,0.5
2007,84,7,1.0,0,7,1,Y,N,100000.0,P I F,100000.0,Other_no_pub,No Franchise,0,0,0.5
2007,84,20,1.0,0,20,1,Y,N,50577.0,P I F,35000.0,Accommodation_food_serv,No Franchise,0,0,0.5
2003,120,9,1.0,0,0,1,N,N,500000.0,P I F,500000.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.75
2004,60,27,1.0,0,27,1,Y,N,411149.0,P I F,150000.0,Trans_Ware,No Franchise,1,0,0.5
2005,84,5,1.0,0,0,1,N,N,8000.0,P I F,8000.0,Other_no_pub,No Franchise,0,0,0.5
2004,84,10,1.0,0,10,1,Y,N,168901.0,P I F,50000.0,Construction,No Franchise,1,0,0.5
2004,84,13,1.0,0,0,1,Y,N,100000.0,P I F,50000.0,Construction,No Franchise,1,0,0.5
2006,84,8,1.0,0,8,1,Y,N,60000.0,P I F,60000.0,Wholesale_trade,No Franchise,0,0,0.5
2006,60,17,1.0,0,17,1,N,N,84000.0,P I F,84000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2004,84,1,1.0,0,1,1,Y,N,12362.0,P I F,10000.0,Retail_trade,No Franchise,0,0,0.5
2002,180,27,1.0,0,0,2,N,N,723000.0,P I F,723000.0,Accommodation_food_serv,No Franchise,1,0,0.75
2003,120,2,2.0,0,0,2,N,N,341150.0,P I F,341150.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.7500014656309542
2005,60,1,2.0,1,1,2,N,N,29200.0,P I F,29200.0,Trans_Ware,No Franchise,0,0,0.5
2007,63,1,1.0,0,1,1,N,N,121800.0,P I F,121800.0,Construction,No Franchise,0,0,0.5
2005,84,1,2.0,0,1,1,N,N,10000.0,P I F,10000.0,Wholesale_trade,No Franchise,0,0,0.5
2006,84,3,1.0,0,3,1,Y,N,8434.0,P I F,2000.0,Other_no_pub,No Franchise,0,0,0.5
2005,103,2,2.0,0,0,1,N,N,106000.0,P I F,106000.0,Health_care_social_ass,No Franchise,1,0,0.85
2004,84,2,2.0,8,2,1,Y,N,20008.0,P I F,20000.0,Manufacturing,No Franchise,1,0,0.5
2004,84,1,1.0,0,1,1,Y,N,35200.0,P I F,35000.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.5
2006,12,1,1.0,4,4,1,Y,N,117805.0,P I F,100000.0,Wholesale_trade,No Franchise,1,0,0.5
2013,84,16,1.0,4,16,1,Y,N,250000.0,P I F,150000.0,Construction,No Franchise,1,0,0.5
2011,84,1,2.0,0,0,2,N,N,76000.0,P I F,76000.0,Retail_trade,No Franchise,0,0,0.9
2002,276,6,1.0,0,0,1,N,N,270000.0,P I F,270000.0,Retail_trade,No Franchise,1,1,0.75
2007,84,7,1.0,0,7,1,N,N,50000.0,P I F,50000.0,Finance_insurance,No Franchise,0,0,0.5
2004,84,2,1.0,1,2,2,Y,N,80179.0,P I F,75000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2004,12,1,2.0,3,0,1,Y,N,28934.0,P I F,20000.0,Construction,No Franchise,1,0,0.5
2010,84,1,1.0,0,1,1,Y,N,94692.0,P I F,40000.0,Construction,No Franchise,0,0,0.5
2006,71,2,1.0,1,3,1,Y,N,19000.0,P I F,10000.0,Manufacturing,No Franchise,0,0,0.5
2006,84,3,2.0,1,4,1,Y,N,33627.0,P I F,10000.0,Other_no_pub,No Franchise,0,0,0.5
2002,12,7,2.0,0,0,1,N,N,350000.0,P I F,350000.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.75
2002,252,25,1.0,0,0,1,N,N,800000.0,P I F,800000.0,Accommodation_food_serv,No Franchise,1,1,0.75
2007,84,1,1.0,0,1,2,Y,N,30000.0,P I F,30000.0,Construction,No Franchise,0,0,0.5
2001,120,3,1.0,0,0,2,N,N,175000.0,P I F,175000.0,Health_care_social_ass,No Franchise,0,0,0.75
2007,87,18,1.0,8,0,1,N,N,168000.0,P I F,168000.0,Accommodation_food_serv,No Franchise,1,0,0.5
2005,84,2,1.0,0,2,1,N,N,15000.0,P I F,15000.0,Construction,No Franchise,0,0,0.5
2005,84,3,1.0,0,3,1,Y,N,248468.0,P I F,50000.0,Construction,No Franchise,0,0,0.5
2005,88,1,2.0,6,1,1,N,N,141500.0,P I F,141500.0,Other_no_pub,No Franchise,1,0,0.5
2003,120,3,2.0,0,0,1,N,N,190000.0,P I F,190000.0,Retail_trade,Franchise,1,0,0.75
2006,60,3,1.0,0,3,2,Y,N,84933.0,P I F,56000.0,Arts_enter_recreation,No Franchise,1,0,0.5
2007,155,2,2.0,0,2,1,N,N,75000.0,P I F,75000.0,Health_care_social_ass,No Franchise,0,0,0.5
2006,84,1,1.0,3,4,1,Y,N,237652.0,P I F,25000.0,Manufacturing,No Franchise,0,0,0.5
2005,84,3,1.0,0,3,1,Y,N,69693.0,P I F,25000.0,Retail_trade,No Franchise,0,0,0.5
2006,84,2,1.0,4,2,1,Y,N,76500.0,P I F,40000.0,Manufacturing,No Franchise,0,0,0.5
2004,84,3,1.0,0,0,1,Y,N,50500.0,P I F,50000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2007,84,1,1.0,0,1,1,Y,N,28833.0,P I F,20000.0,Construction,No Franchise,0,0,0.5
2004,60,2,1.0,0,0,1,Y,N,39658.0,P I F,35000.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.5
2004,84,3,1.0,0,3,1,Y,N,20000.0,P I F,20000.0,Construction,No Franchise,1,0,0.5
2006,46,2,1.0,0,2,1,Y,N,98629.0,P I F,50000.0,Wholesale_trade,No Franchise,0,0,0.5
2006,120,2,2.0,1,2,1,N,N,232271.0,P I F,241000.0,Other_no_pub,No Franchise,0,0,0.75
2007,84,7,2.0,0,7,1,Y,N,21000.0,P I F,10000.0,Admini_sup_and_waste_mgm_rem,Franchise,0,0,0.5
2013,120,108,2.0,24,108,1,N,N,402000.0,P I F,402000.0,Other_no_pub,No Franchise,0,0,0.75
2005,84,3,1.0,2,5,1,N,N,29856.0,P I F,50000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2006,84,1,1.0,0,1,1,Y,N,35844.0,P I F,30000.0,Construction,No Franchise,0,0,0.5
2009,84,21,1.0,0,21,1,N,N,400000.0,P I F,400000.0,Wholesale_trade,No Franchise,1,0,0.75
2002,84,22,1.0,0,22,1,Y,N,98592.0,P I F,95000.0,Accommodation_food_serv,Franchise,0,0,0.5
2005,84,9,1.0,0,9,1,Y,N,178785.0,P I F,90000.0,Other_no_pub,No Franchise,0,0,0.5
2008,300,4,1.0,0,4,1,N,N,195900.0,P I F,195900.0,Other_no_pub,No Franchise,0,1,0.5
2000,300,6,1.0,0,0,1,N,N,283000.0,P I F,283000.0,Health_care_social_ass,No Franchise,0,1,0.75
2012,84,12,1.0,0,0,1,Y,N,115000.0,P I F,50000.0,Health_care_social_ass,No Franchise,0,0,0.5
2007,80,2,2.0,0,2,2,Y,N,201938.0,P I F,50000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2002,240,7,1.0,0,0,2,N,N,175000.0,P I F,175000.0,Other_no_pub,No Franchise,1,1,0.75
2011,84,14,1.0,0,5,1,Y,N,1145001.0,P I F,350000.0,Wholesale_trade,No Franchise,1,0,0.5
2006,84,1,2.0,0,1,1,N,N,25000.0,P I F,25000.0,Trans_Ware,No Franchise,1,0,0.5
2005,84,1,1.0,0,1,1,Y,N,6716.0,P I F,5000.0,Retail_trade,No Franchise,0,0,0.85
2011,120,4,1.0,7,7,1,N,N,650000.0,P I F,650000.0,Health_care_social_ass,No Franchise,1,0,0.5
2009,84,6,2.0,0,6,1,Y,N,21758.0,P I F,15000.0,Trans_Ware,No Franchise,1,0,0.5
2007,84,2,1.0,0,2,1,Y,N,50000.0,P I F,35000.0,Construction,No Franchise,0,0,0.5
2010,84,12,1.0,2,14,1,Y,N,118869.0,P I F,100000.0,Admini_sup_and_waste_mgm_rem,No Franchise,1,0,0.5
2004,84,4,1.0,4,4,1,Y,N,20000.0,P I F,20000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2007,84,3,1.0,0,3,1,Y,N,44598.0,P I F,25000.0,RE_rental_leasing,No Franchise,0,0,0.5
2003,84,1,1.0,0,1,1,Y,N,5000.0,P I F,5000.0,Manufacturing,No Franchise,0,0,0.5
2000,64,3,1.0,3,3,2,Y,N,25000.0,P I F,25000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2004,84,3,1.0,5,8,1,Y,N,5190.0,P I F,5000.0,Other_no_pub,No Franchise,0,0,0.5
2010,123,1,1.0,2,1,1,N,N,87500.0,P I F,87500.0,Educational_services,No Franchise,1,0,0.9
2006,60,16,1.0,6,16,2,Y,N,15250.0,P I F,50000.0,Admini_sup_and_waste_mgm_rem,No Franchise,1,0,0.5
2005,36,3,2.0,3,0,1,Y,N,108364.0,P I F,50000.0,Retail_trade,No Franchise,1,0,0.5
2005,84,5,1.0,3,8,2,Y,N,14729.0,P I F,5000.0,Retail_trade,No Franchise,0,0,0.5
2006,84,3,1.0,0,3,1,N,N,25000.0,P I F,25000.0,Retail_trade,No Franchise,0,0,0.5
2008,84,1,1.0,2,1,2,N,N,47900.0,P I F,47900.0,Wholesale_trade,No Franchise,1,0,0.5
2003,84,50,1.0,0,50,1,Y,N,51354.0,P I F,50000.0,Trans_Ware,No Franchise,0,0,0.5
2006,84,0,2.0,1,1,1,Y,N,10000.0,P I F,10000.0,Other_no_pub,No Franchise,1,0,0.5
2005,84,7,1.0,4,11,1,Y,N,21000.0,P I F,21000.0,Wholesale_trade,No Franchise,0,0,0.5
2004,78,2,1.0,0,2,1,Y,N,42438.0,P I F,25000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2007,15,10,2.0,8,0,1,N,N,350000.0,P I F,350000.0,Construction,No Franchise,0,0,0.5
2005,84,7,1.0,0,7,1,Y,N,66996.0,P I F,25000.0,Retail_trade,Franchise,0,0,0.5
2002,82,5,2.0,0,5,1,Y,N,50000.0,P I F,50000.0,Retail_trade,No Franchise,1,0,0.5
2004,48,1,1.0,1,1,1,Y,N,40034.0,P I F,23500.0,Retail_trade,No Franchise,0,0,0.5
2000,48,1,1.0,0,1,1,Y,N,20750.0,P I F,12000.0,Construction,No Franchise,0,0,0.5
2010,84,1,2.0,0,1,1,Y,N,13569.0,P I F,10000.0,Construction,No Franchise,0,0,0.5
2006,84,2,1.0,0,2,1,N,N,10000.0,P I F,10000.0,Retail_trade,No Franchise,0,0,0.5
2010,36,12,1.0,0,12,2,Y,N,277766.0,P I F,200000.0,Wholesale_trade,No Franchise,1,0,0.5
2006,84,3,2.0,0,3,1,Y,N,30000.0,P I F,30000.0,Health_care_social_ass,No Franchise,1,0,0.5
2006,84,3,1.0,2,3,1,Y,N,200000.0,P I F,40000.0,Retail_trade,No Franchise,0,0,0.5
2002,84,5,1.0,0,5,1,Y,N,5000.0,P I F,5000.0,Construction,No Franchise,0,0,0.5
2005,84,1,1.0,0,1,1,Y,N,12400.0,P I F,12400.0,Construction,No Franchise,0,0,0.5
2007,60,1,2.0,3,4,1,N,N,110000.0,P I F,110000.0,Accommodation_food_serv,No Franchise,0,0,0.5
2008,84,1,2.0,1,2,1,N,N,27500.0,P I F,27500.0,Health_care_social_ass,No Franchise,0,0,0.85
2004,83,6,1.0,4,6,1,Y,N,134366.0,P I F,40000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2006,56,9,1.0,1,9,1,Y,N,62000.0,P I F,50000.0,Trans_Ware,No Franchise,0,0,0.5
2005,12,16,1.0,0,16,1,Y,N,230000.0,P I F,150000.0,Wholesale_trade,No Franchise,1,0,0.5
2002,300,19,1.0,0,0,1,N,N,760500.0,P I F,760500.0,Health_care_social_ass,No Franchise,0,1,0.75
2005,60,7,1.0,2,7,1,N,N,75000.0,P I F,75000.0,Trans_Ware,No Franchise,1,0,0.5
2007,84,1,2.0,1,1,1,Y,N,81699.0,P I F,25000.0,Manufacturing,No Franchise,1,0,0.5
2009,84,6,2.0,5,11,1,N,N,138000.0,P I F,138000.0,Other_no_pub,Franchise,1,0,0.5
2006,12,4,1.0,0,4,1,Y,N,57000.0,P I F,50000.0,Admini_sup_and_waste_mgm_rem,No Franchise,1,0,0.5
2005,84,5,2.0,0,5,1,Y,N,103426.0,P I F,50000.0,Other_no_pub,No Franchise,0,0,0.5
2005,84,9,1.0,0,9,2,Y,N,40000.0,P I F,30000.0,Construction,No Franchise,0,0,0.5
2003,84,2,1.0,0,2,1,Y,N,30000.0,P I F,30000.0,Accommodation_food_serv,No Franchise,1,0,0.5
2007,84,8,1.0,0,8,1,Y,N,88964.0,P I F,50000.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.5
2006,84,1,1.0,0,1,1,Y,N,77250.0,P I F,35000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2013,84,2,1.0,0,0,1,Y,N,30000.0,P I F,30000.0,Other_no_pub,No Franchise,0,0,0.5
2002,60,47,1.0,0,0,1,N,N,120000.0,P I F,120000.0,Retail_trade,No Franchise,1,0,0.85
2005,36,81,1.0,0,81,1,Y,N,175000.0,P I F,100000.0,Health_care_social_ass,No Franchise,0,0,0.5
2002,82,1,1.0,0,1,1,Y,N,10000.0,P I F,10000.0,Manufacturing,No Franchise,1,0,0.5
2006,82,11,1.0,0,11,1,Y,N,92201.0,P I F,40000.0,Construction,No Franchise,0,0,0.5
2006,90,2,1.0,1,2,1,N,N,35000.0,P I F,35000.0,RE_rental_leasing,No Franchise,0,0,0.5
2006,84,1,1.0,0,1,1,Y,N,5000.0,P I F,5000.0,Health_care_social_ass,No Franchise,0,0,0.5
2004,36,3,1.0,0,3,1,Y,N,26500.0,P I F,26500.0,Accommodation_food_serv,No Franchise,0,0,0.5
2000,17,19,1.0,0,0,1,N,N,265000.0,P I F,265000.0,Manufacturing,No Franchise,1,0,0.75
2005,84,6,1.0,1,6,1,Y,N,50000.0,P I F,50000.0,Manufacturing,No Franchise,0,0,0.5
2003,84,3,1.0,0,3,1,Y,N,5009.0,P I F,5000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2001,12,3,1.0,0,0,1,N,N,500000.0,P I F,500000.0,Wholesale_trade,No Franchise,1,0,0.9
2009,12,2,1.0,0,2,2,N,N,7900.0,P I F,7900.0,Ag_fores_ﬁshi_hunting,No Franchise,1,0,0.9
2001,24,1,2.0,0,1,1,Y,N,60000.0,P I F,60000.0,Health_care_social_ass,No Franchise,1,0,0.5
2011,300,60,1.0,1,60,1,N,N,750000.0,P I F,750000.0,Trans_Ware,No Franchise,1,1,0.9
2001,84,2,2.0,0,0,1,N,N,135000.0,P I F,135000.0,Retail_trade,No Franchise,1,0,0.85
2005,84,2,2.0,0,12,1,N,N,150000.0,P I F,150000.0,Accommodation_food_serv,Franchise,0,0,0.85
2007,84,1,1.0,1,2,2,Y,N,68604.0,P I F,50000.0,Construction,No Franchise,0,0,0.5
2008,84,3,1.0,1,4,1,N,N,25000.0,P I F,25000.0,Retail_trade,No Franchise,0,0,0.85
2003,84,4,1.0,0,4,1,Y,N,15000.0,P I F,15000.0,Retail_trade,No Franchise,0,0,0.5
2003,84,7,1.0,0,7,1,Y,N,10000.0,P I F,10000.0,Admini_sup_and_waste_mgm_rem,No Franchise,0,0,0.5
2008,84,3,2.0,0,3,2,Y,N,155041.0,P I F,50000.0,Wholesale_trade,No Franchise,0,0,0.5
2006,90,3,1.0,2,3,1,N,N,50000.0,P I F,50000.0,Health_care_social_ass,No Franchise,0,0,0.5
2006,84,5,1.0,0,5,1,Y,N,99872.0,P I F,76500.0,Retail_trade,No Franchise,0,0,0.5
2005,39,7,1.0,2,7,1,Y,N,282091.0,P I F,100000.0,Construction,No Franchise,1,0,0.5
2000,6,4,2.0,0,0,2,N,N,17000.0,P I F,17000.0,Wholesale_trade,No Franchise,0,0,0.9
2006,84,2,2.0,0,2,1,Y,N,25819.0,P I F,17500.0,Other_no_pub,No Franchise,0,0,0.5
2002,36,3,1.0,0,0,1,Y,N,91000.0,P I F,91000.0,Prof_scien_and_tech_serv,No Franchise,1,0,0.5
2001,84,4,1.0,2,6,1,Y,N,14850.0,P I F,15000.0,Finance_insurance,No Franchise,0,0,0.5
2006,84,1,2.0,0,1,1,Y,N,17647.0,P I F,10000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2002,240,2,1.0,0,0,1,N,N,505000.0,P I F,505000.0,Educational_services,No Franchise,1,1,0.75
2009,111,11,1.0,13,11,1,N,N,169000.0,P I F,169000.0,Accommodation_food_serv,No Franchise,1,0,0.9
2007,84,5,2.0,2,3,1,N,N,56100.0,P I F,56100.0,Arts_enter_recreation,No Franchise,1,0,0.5
2007,84,15,1.0,3,15,1,Y,N,437936.0,P I F,100000.0,Retail_trade,No Franchise,0,0,0.5
2004,84,2,1.0,0,0,1,Y,N,31500.0,P I F,30000.0,Prof_scien_and_tech_serv,No Franchise,0,0,0.5
2006,72,11,2.0,0,11,1,Y,N,313927.0,P I F,150000.0,Construction,No Franchise,0,0,0.5
2000,70,1,1.0,0,1,1,Y,N,20000.0,P I F,20000.0,Construction,No Franchise,0,0,0.5
2003,84,8,1.0,0,8,1,Y,N,5000.0,P I F,5000.0,Retail_trade,No Franchise,1,0,0.5
2003,24,1,2.0,0,1,1,Y,N,150000.0,P I F,150000.0,Finance_insurance,No Franchise,0,0,0.5
2001,264,30,1.0,0,0,1,N,N,1400000.0,P I F,1400000.0,Construction,No Franchise,1,1,0.7140000000000001
2005,84,11,1.0,0,0,1,Y,N,55122.0,P I F,35000.0,Other_no_pub,No Franchise,1,0,0.5
2006,84,7,1.0,3,7,1,Y,N,153302.0,P I F,50000.0,Retail_trade,No Franchise,0,0,0.5
2003,8,63,1.0,0,63,1,Y,N,225000.0,P I F,225000.0,Construction,No Franchise,0,0,0.5
2006,84,4,1.0,4,4,1,N,N,165000.0,P I F,165000.0,Retail_trade,No Franchise,0,0,0.5
